delta,theta,alpha,beta,gamma,     deltaRIR,thetaRIR,alphaRIR,betaRIR,gammaRIR,     PFD,HFD,hjorth_mobility,hjorth_complexity,     spec_entropy,svd_entropy,fisher_info,     approx_entropy,DFA,Hurst
9.046619476470688426e+00,1.012529404852242632e-01,2.630888500345521797e-01,1.149862238730402497e+00,6.425072880292113986e+00,5.325959414140850612e-01,5.961000714015946347e-03,1.548866448115110428e-02,6.769511673680379815e-02,3.782592766539440987e-01,5.954969793383102505e-01,1.351101188529616026e+00,2.396081948088953431e-02,6.417417311627581000e+01,3.808182599863303430e-01,1.193715547605472604e+00,5.896018296805450865e-01,-7.129116443746081992e-03,0.000000000000000000e+00,3.531343052447891151e-01
9.120510706214799868e+00,1.679400167645646869e-01,2.152221043682495116e-01,1.369905708764274532e+00,9.341042406458402780e+00,4.511838600449722403e-01,8.307848919931866416e-03,1.064685333352008954e-02,6.776806315865009644e-02,4.620933745429256501e-01,5.923356877662105946e-01,1.324934807705954398e+00,2.747830703879822895e-02,5.638825302812602303e+01,3.912295552859105241e-01,1.389611356989853164e+00,5.235589873085662038e-01,1.835208082929889583e-03,0.000000000000000000e+00,3.729225096594440125e-01
9.201383575147145777e+00,2.175084465905079978e-01,3.425967601512975858e-01,1.418015806442835425e+00,9.998882111713710330e+00,4.344704677211027044e-01,1.027030291169632632e-02,1.617671662169440153e-02,6.695579916102813167e-02,4.721267135844786633e-01,5.933705433020527442e-01,1.297132961368446136e+00,2.858565173947469687e-02,5.438083931998207987e+01,4.081888742800907632e-01,1.359369729836609864e+00,5.266694078014908520e-01,-8.704336709155987423e-03,0.000000000000000000e+00,4.115522477832643800e-01
9.153156152116819655e+00,1.195287480792489310e-01,3.074742552614403435e-01,1.296917455348051584e+00,9.375399743984687007e+00,4.519524423467284335e-01,5.901932483973853540e-03,1.518205723956885661e-02,6.403747535008459668e-02,4.629260925796442883e-01,5.923356877662105946e-01,1.349334818577258899e+00,2.721734308045065456e-02,5.583737088178037311e+01,3.906908771040724648e-01,1.325198451746976369e+00,5.387565625963667282e-01,1.014732039658913614e-02,0.000000000000000000e+00,3.518852051012083537e-01
9.099899070360541131e+00,1.911880836288964158e-01,3.340921243692811515e-01,1.131794919995065651e+00,8.933001540292845988e+00,4.621589783119769979e-01,9.709919715829854608e-03,1.696762498866566035e-02,5.748076762601731643e-02,4.536827093575101499e-01,5.923356877662105946e-01,1.354702008378577904e+00,2.701030524157619489e-02,5.667602644535450196e+01,3.945896977136572614e-01,1.264978754216817158e+00,5.497086203605725530e-01,-8.473226868969115783e-03,0.000000000000000000e+00,3.106570637476393504e-01
9.117494228775008480e+00,1.752674367459987059e-01,2.990695710448733613e-01,1.395604043238447112e+00,8.689385644287570543e+00,4.633621591591421396e-01,8.907304560128654833e-03,1.519907978014368478e-02,7.092629691667813596e-02,4.416051595839073363e-01,5.933705433020527442e-01,1.322691772686556799e+00,2.648757906156486153e-02,5.795507275033556738e+01,4.037436354384035253e-01,1.308210785439524626e+00,5.461422799022470631e-01,4.910976577073373952e-04,0.000000000000000000e+00,3.569982984347356836e-01
9.087409290159897068e+00,8.956695020529696627e-02,1.889564855684235933e-01,1.107085614962094233e+00,7.253832945057310688e+00,5.126352753554643815e-01,5.052614745872602807e-03,1.065933721225241146e-02,6.245246812892047555e-02,4.092003045574899578e-01,5.903197182451456193e-01,1.338872974871218480e+00,2.433733471378117172e-02,6.194372159143487266e+01,3.671254002380541226e-01,1.209195878238763067e+00,5.834946566373838683e-01,6.164238792810607798e-03,0.000000000000000000e+00,3.223649616205726542e-01
9.127869751796545472e+00,1.012682479095374233e-01,1.454564795469246996e-01,1.241806197971100589e+00,6.863035344507381730e+00,5.222061936350935740e-01,5.793564951617123822e-03,8.321577387627633257e-03,7.104383667912465838e-02,3.926348273465368743e-01,5.913189358121807571e-01,1.333769588963569230e+00,2.226185114270403526e-02,6.653902589315656257e+01,3.708375212230409224e-01,1.161522742516840623e+00,6.145075052837517537e-01,7.604061138535899399e-03,0.000000000000000000e+00,3.388314985030055904e-01
9.213396539652935147e+00,1.234053947321880895e-01,1.552229486437493311e-01,1.263519225674905488e+00,6.946679237230597437e+00,5.204655008360264956e-01,6.971180530299336993e-03,8.768556672820365661e-03,7.137630121275669037e-02,3.924184607480971643e-01,5.913189358121807571e-01,1.302616348758866449e+00,2.134076841776815642e-02,7.002761348938672370e+01,3.755662332597605180e-01,1.162351513499066957e+00,6.114189691530411697e-01,-1.091121053381765779e-02,0.000000000000000000e+00,3.355624208976683565e-01
9.194111567476907609e+00,1.108709844193228045e-01,1.949984160989995663e-01,1.238672982742901274e+00,6.290004612364025860e+00,5.399198964150228042e-01,6.510846641764197161e-03,1.145119067226609520e-02,7.274049087030663718e-02,3.693775754006403123e-01,5.933705433020527442e-01,1.321422007222190942e+00,2.187698631193317825e-02,6.948559478102905018e+01,3.773827435756252902e-01,1.164901781294418237e+00,6.085241157406173773e-01,-6.130955124625720766e-03,0.000000000000000000e+00,3.716214888281730855e-01
9.039318072035111840e+00,1.387322112245840400e-01,1.517267697988988751e-01,9.878345816640430321e-01,6.491507987536538238e+00,5.377627308966828057e-01,8.253389489885621516e-03,9.026455472300727242e-03,5.876777629423975136e-02,3.861896478468911376e-01,5.944240987587744440e-01,1.348063081442782529e+00,2.305463717402638293e-02,6.494455390268576878e+01,3.617644606505630023e-01,1.168647253000819397e+00,6.030938219660257893e-01,2.431394374642130169e-03,0.000000000000000000e+00,3.259786354723285262e-01
9.166233421584964347e+00,1.104964409605002917e-01,1.196657021645645552e-01,9.886869961975317533e-01,6.981081114528681297e+00,5.278214344225168331e-01,6.362743264754160133e-03,6.890739048706941150e-03,5.693180224922046728e-02,4.019932810148016400e-01,5.954969793383102505e-01,1.346239224336347240e+00,2.188695536451790852e-02,6.870421123556889142e+01,3.522439821231891366e-01,1.130843293810417816e+00,6.120820564722002644e-01,3.371136185327779783e-02,0.000000000000000000e+00,3.408357461064975835e-01
9.148059132022172690e+00,1.279919961229373238e-01,1.527939265737184860e-01,1.129655302729985378e+00,6.649611923637733568e+00,5.316131707297617748e-01,7.437887086755788982e-03,8.879180009863978096e-03,6.564667200431918703e-02,3.864230901692993214e-01,5.933705433020527442e-01,1.354004335755459643e+00,2.176495693297714543e-02,6.810369998742778819e+01,3.685017306952614868e-01,1.137460441516945586e+00,6.180525416728187560e-01,3.378879658423875054e-02,0.000000000000000000e+00,3.589380180637090079e-01
9.096346784042179223e+00,9.995883211371542343e-02,1.223613362924130255e-01,9.901138637490859429e-01,5.937349486696683165e+00,5.599085206414823324e-01,6.152777938504458075e-03,7.531721955388702081e-03,6.094459697720801955e-02,3.654623824874165261e-01,5.903197182451456193e-01,1.342657794842648800e+00,2.184527708405009302e-02,6.939370056499994632e+01,3.500536834518748197e-01,1.124349549804608994e+00,6.180270157707401513e-01,2.121324315471774871e-02,0.000000000000000000e+00,3.114801891415113211e-01
9.112619524975544394e+00,1.223204812719990431e-01,1.415193588736464170e-01,1.110033854751871329e+00,7.105221797191923372e+00,5.180063180955224444e-01,6.953300525465599784e-03,8.044659587559508870e-03,6.309980884041573035e-02,4.038959129510366619e-01,5.923356877662105946e-01,1.322991216174759899e+00,2.217583969192448920e-02,6.786968620209378855e+01,3.656059875765929057e-01,1.135886407035922918e+00,6.107220374149114894e-01,2.110796756150823753e-02,0.000000000000000000e+00,3.103590243892113687e-01
9.138861867260576588e+00,1.646101157277612415e-01,1.988815454089357115e-01,1.399163417116535468e+00,6.843775009533445086e+00,5.150020574703044751e-01,9.276269792841676173e-03,1.120756682463983252e-02,7.884702154582329259e-02,3.856670843663907999e-01,5.923356877662105946e-01,1.320855261220592602e+00,2.128454632958114504e-02,7.080242421286627064e+01,3.950378321988479713e-01,1.168603289597143879e+00,6.191427404404679091e-01,-5.689294098021754030e-03,0.000000000000000000e+00,3.312251329113921616e-01
9.206925200952472466e+00,8.637284666964278879e-02,2.465634479610687435e-01,1.142569607402319498e+00,7.345882267803843568e+00,5.106925429790972748e-01,4.790955476156173037e-03,1.367645674279031366e-02,6.337640043763524689e-02,4.074636443643209760e-01,5.913189358121807571e-01,1.320431685617097672e+00,2.118417494814919463e-02,6.959136099478608628e+01,3.742314347742637382e-01,1.121386694150168228e+00,6.274064522108744324e-01,1.940483676137473058e-03,0.000000000000000000e+00,3.599140208051768708e-01
9.114108098802443436e+00,1.276492655330408177e-01,2.804631046779983983e-01,1.179361159112922719e+00,6.828376978502783246e+00,5.199161220697818830e-01,7.281777920728720391e-03,1.599907398366232081e-02,6.727689354993295068e-02,3.895261324758942378e-01,5.933705433020527442e-01,1.315580222553727863e+00,2.202248522294575350e-02,6.781060612449310554e+01,3.874957925359271416e-01,1.149567576226258270e+00,6.116936173786579056e-01,1.657794933792345812e-02,0.000000000000000000e+00,3.688336168833409867e-01
9.116659558577364209e+00,1.270350160475315071e-01,1.727870540211975392e-01,1.163207842716741380e+00,6.553257194642212013e+00,5.321127612371847615e-01,7.414662435131056870e-03,1.008507511227121206e-02,6.789304054887196349e-02,3.824944606665409697e-01,5.923356877662105946e-01,1.320807356751561912e+00,2.159698505407036881e-02,7.056797742272499363e+01,3.734544745908787711e-01,1.189434667396952028e+00,6.105947450561918233e-01,2.938644995261687973e-03,0.000000000000000000e+00,3.763790429049888031e-01
9.142058483573876515e+00,1.255308807505376156e-01,9.693832577256501770e-02,1.199795554944412146e+00,7.116300996281919033e+00,5.170664993946864074e-01,7.099912256330054294e-03,5.482743394659104867e-03,6.785934357115284976e-02,4.024915013831716903e-01,5.913189358121807571e-01,1.323093743895683572e+00,2.206159791209118606e-02,6.828004841222829668e+01,3.649000237121708401e-01,1.211641704554877519e+00,6.010823155986626531e-01,3.540495172261328566e-02,0.000000000000000000e+00,3.513793034763261769e-01
9.042024325739070889e+00,1.644612241116074625e-01,1.104476119738943690e-01,1.019821002280804523e+00,7.373756769055682447e+00,5.105456505384514676e-01,9.286080155015245807e-03,6.236274740504119812e-03,5.758281091548281966e-02,4.163491836505462951e-01,5.913189358121807571e-01,1.317461627634442189e+00,2.168529161995117263e-02,7.141407343382810780e+01,3.620610585873726417e-01,1.172561916296944284e+00,6.156811965924859908e-01,-2.945047326261566924e-03,0.000000000000000000e+00,3.431674497380001743e-01
9.168180716437507982e+00,1.509289308225964799e-01,1.145881981871045147e-01,1.007269973995094547e+00,7.741308623660708932e+00,5.042372304220038570e-01,8.300881976736611267e-03,6.302192057506123858e-03,5.539845228660445625e-02,4.257612432571488137e-01,5.903197182451456193e-01,1.305480618147173644e+00,2.151913093787131970e-02,7.143669124147650962e+01,3.586591204867933813e-01,1.203687011600252488e+00,6.208128379550206244e-01,-4.893991519764513687e-02,0.000000000000000000e+00,3.502186997573439320e-01
9.218678025382706309e+00,1.377547365968691817e-01,2.195120842848187204e-01,1.229205475128092306e+00,7.301567166933503827e+00,5.091302734096502247e-01,7.607935380097706479e-03,1.212324014147487215e-02,6.788670977611499513e-02,4.032518412926622275e-01,5.903197182451456193e-01,1.301973722223805030e+00,2.135454291827443632e-02,7.272080056830382944e+01,3.833075731795267393e-01,1.186422398114873156e+00,6.196625284783529031e-01,-4.893991519764513687e-02,0.000000000000000000e+00,3.936551064514441367e-01
9.308847493081120916e+00,1.218169805991002747e-01,2.947590297345601962e-01,1.220968083463157772e+00,7.058967912005852163e+00,5.170042560748762117e-01,6.765595577619657949e-03,1.637062729865700408e-02,6.781136936137539817e-02,3.920481516874717021e-01,5.903197182451456193e-01,1.353587442315582479e+00,2.071346655273874002e-02,7.374711468958423666e+01,3.881309331117857586e-01,1.116761354488995828e+00,6.233959584316620672e-01,4.829692040297717433e-03,0.000000000000000000e+00,4.059494058057118715e-01
9.317302149680115164e+00,1.747694516556446975e-01,3.053550112165414609e-01,1.034205743187625481e+00,6.340559917670053558e+00,5.425808191134308123e-01,1.017746883292611378e-02,1.778194690315480428e-02,6.022560932939387268e-02,3.692341558210943675e-01,5.954969793383102505e-01,1.348689492825333902e+00,2.248277685900717041e-02,6.705004612914673601e+01,3.847931689555565415e-01,1.160898505296208638e+00,6.122235015511133804e-01,2.672067887534328775e-03,0.000000000000000000e+00,3.650724090664315136e-01
9.252933435574965060e+00,1.946722479807439510e-01,2.217996685829806414e-01,1.269037055415628945e+00,7.831890615137997891e+00,4.929552088601022453e-01,1.037127299475165167e-02,1.181650151410935760e-02,6.760865957367041823e-02,4.172483570573663481e-01,5.933705433020527442e-01,1.345757554337749351e+00,2.320463613862100427e-02,6.639894819678831084e+01,3.918464604474008461e-01,1.245821439731610081e+00,5.983804347884947861e-01,-7.926290249162864718e-03,0.000000000000000000e+00,3.573431074809216290e-01
9.177389457267468131e+00,2.311466627823015041e-01,2.165091008411995643e-01,1.417770417570222596e+00,8.463143974483603671e+00,4.704915645973681282e-01,1.185005338721736162e-02,1.109963852778189132e-02,7.268396150217310003e-02,4.338747819854597010e-01,5.883717357642458401e-01,1.345045646332235778e+00,2.486952858876029585e-02,6.207092122108750942e+01,4.025060174118264000e-01,1.258481269204718034e+00,5.680989437947182585e-01,1.835208082932779849e-03,0.000000000000000000e+00,3.653331455609112877e-01
9.244625410025534507e+00,1.293745943766534956e-01,2.482636998160119846e-01,1.389291221709049395e+00,8.379245128977093060e+00,4.767531707742699854e-01,6.671957526782497892e-03,1.280316949857986109e-02,7.164692626272882447e-02,4.321247759376387609e-01,5.923356877662105946e-01,1.298957463986853522e+00,2.519005834215954157e-02,5.954898692586008480e+01,3.922127554820488138e-01,1.281371289168004024e+00,5.672827230551072963e-01,1.816273327604495461e-02,0.000000000000000000e+00,3.358526265845486747e-01
9.149045979406626117e+00,1.151214051065561211e-01,2.444715584183100865e-01,1.417351242021289259e+00,8.540746650579627897e+00,4.699835445819033342e-01,5.913749493773726162e-03,1.255842519903382047e-02,7.280887670059907335e-02,4.387354040246900788e-01,5.977033722676360350e-01,1.274181817127229888e+00,2.593303056847754209e-02,5.812143028181060345e+01,3.920194876036547371e-01,1.358646554790494010e+00,5.585305182373229149e-01,2.755915515661474732e-02,0.000000000000000000e+00,3.392054628304163599e-01
9.073733993171597234e+00,7.892301112710278788e-02,1.427588419230761962e-01,1.118566167737839567e+00,8.442123699186582897e+00,4.812093298164701882e-01,4.185541401164230395e-03,7.570961050751154331e-03,5.932116550226973484e-02,4.477130022293446809e-01,5.933705433020527442e-01,1.323225521161798701e+00,2.612976757511223727e-02,5.812009047548836094e+01,3.600291523184734888e-01,1.254762711929480634e+00,5.595390317579284067e-01,4.943663110192558714e-05,0.000000000000000000e+00,3.075032005330718410e-01
9.044996050422618339e+00,8.402971773282363888e-02,2.194300765528798824e-01,1.103541398073328850e+00,7.115126294270361917e+00,5.148820198904620060e-01,4.783350988315808114e-03,1.249095084292343137e-02,6.281855966605885688e-02,4.050251186122398872e-01,5.903197182451456193e-01,1.356923844000318846e+00,2.634744187488372372e-02,5.738931473413524031e+01,3.702775169833017466e-01,1.235218704295865999e+00,5.660567933696520893e-01,1.029228198898582067e-02,0.000000000000000000e+00,2.981627833291965457e-01
9.113787559546670636e+00,1.692099013538504171e-01,2.216611036102110188e-01,1.444113559546214676e+00,9.239589919994685374e+00,4.514376916591897326e-01,8.381556709981183295e-03,1.097964773598470237e-02,7.153198245578883119e-02,4.576691214390554707e-01,5.913189358121807571e-01,1.317771365768433345e+00,2.611043997431164790e-02,5.839952537954464162e+01,3.959924615170953288e-01,1.310938931331991020e+00,5.451716287890169266e-01,-6.130955124621866210e-03,0.000000000000000000e+00,3.035918425092589690e-01
9.157668375793313942e+00,1.573611669041004024e-01,2.459044403074838459e-01,1.382089636312414882e+00,8.591629840168154786e+00,4.687909306805037035e-01,8.055488019301941527e-03,1.258811377521927219e-02,7.075066057244602802e-02,4.398148069525290027e-01,5.913189358121807571e-01,1.307361521880161304e+00,2.552597197468934806e-02,6.065573885680817057e+01,3.954528165482712465e-01,1.314192292952471641e+00,5.551208994523595397e-01,6.404912305709551008e-03,0.000000000000000000e+00,3.687800202142857975e-01
9.116537211956838860e+00,1.120575603126639647e-01,2.113370236624904086e-01,1.182244126406489571e+00,7.760152208519581762e+00,4.959402936918029248e-01,6.095939508584610929e-03,1.149674960418767614e-02,6.431416728014330286e-02,4.221528499152815139e-01,5.923356877662105946e-01,1.359989493607383970e+00,2.464505757195500218e-02,6.046117419216667344e+01,3.769703136135744148e-01,1.247230200352624552e+00,5.720149791855742016e-01,1.383370256616086279e-02,0.000000000000000000e+00,3.206489157874619633e-01
9.124397043078875669e+00,1.485013794140965793e-01,1.558127906234591520e-01,1.002642650315365147e+00,7.255559012271900698e+00,5.158840950482066479e-01,8.396116408652136778e-03,8.809496135275101877e-03,5.668839199703886583e-02,4.102219004108272893e-01,5.913189358121807571e-01,1.344476902968427812e+00,2.493426651079265477e-02,6.119897669713855493e+01,3.640868932883009057e-01,1.213180754161970354e+00,5.765594158094479171e-01,-3.001073247572313713e-03,0.000000000000000000e+00,3.072999038616274214e-01
9.128471701370701297e+00,1.205606687586356224e-01,1.155961761168506907e-01,1.322411964794809602e+00,8.002406656522239814e+00,4.884291985486742260e-01,6.450734881440291051e-03,6.185104090049032763e-03,7.075714722530382361e-02,4.281778152545326344e-01,5.923356877662105946e-01,1.341285860707914779e+00,2.571955879876470369e-02,5.952547383189116204e+01,3.736579891583343138e-01,1.236024114636120830e+00,5.647019509339352705e-01,4.869378039485373899e-03,0.000000000000000000e+00,3.328955103820685490e-01
9.115036322327766172e+00,1.115680846293900241e-01,1.595190786037619102e-01,1.515853982811282030e+00,9.457314700149307640e+00,4.477089010206832254e-01,5.479958915364006866e-03,7.835197672068488009e-03,7.445514167506361858e-02,4.645208007168207254e-01,5.933705433020527442e-01,1.315997158310293846e+00,2.581009884319570430e-02,5.930597401658962298e+01,3.850487141796983259e-01,1.348301358287960383e+00,5.419306334938397418e-01,2.129261515309643221e-02,0.000000000000000000e+00,2.984162131317504851e-01
9.232341709437722699e+00,1.204722748492737805e-01,3.154051975703880961e-01,1.134862403122573138e+00,8.782164716332236054e+00,4.713926783151643485e-01,6.151174868870667826e-03,1.610422420622079076e-02,5.794476033965108991e-02,4.484071622700929738e-01,5.933705433020527442e-01,1.306021457202925173e+00,2.577576235605444008e-02,5.987222922216732002e+01,3.835903341565173319e-01,1.334845718295421202e+00,5.527467691779751613e-01,1.238431654772735591e-02,0.000000000000000000e+00,nan
9.222435696599019295e+00,1.357119536590890851e-01,2.599339131122696545e-01,1.329709331249256943e+00,8.833317797870607890e+00,4.662244083467501077e-01,6.860684897333948172e-03,1.314051285765148805e-02,6.722117308591867013e-02,4.465532208123457747e-01,5.933705433020527442e-01,1.310913893936189956e+00,2.622168254379325311e-02,5.817797438775944130e+01,3.904200633014056065e-01,1.331612217206844306e+00,5.446393984391283416e-01,3.179318508155813856e-03,0.000000000000000000e+00,3.733132235682103395e-01
9.156277527810454231e+00,1.329314599925470464e-01,1.480255075811685861e-01,1.199556616072518178e+00,8.631236535724944758e+00,4.752057499330897272e-01,6.899069402777775403e-03,7.682442141545324336e-03,6.225632628506111432e-02,4.479564122375260804e-01,5.923356877662105946e-01,1.322881611784315625e+00,2.520664289923683216e-02,6.071566156929620206e+01,3.716500684218606576e-01,1.273937452157118955e+00,5.669693741750225779e-01,-8.037630956203051669e-04,0.000000000000000000e+00,3.306962444347793517e-01
9.102679241277821021e+00,1.569797620586719233e-01,1.724229609330262258e-01,1.126434063431187127e+00,6.649241125754851822e+00,5.289869655935883763e-01,9.122616077084059680e-03,1.002007172668642997e-02,6.546082986794030112e-02,3.864095167347006976e-01,5.923356877662105946e-01,1.329421917791784091e+00,2.493477667184984189e-02,6.057214801684980188e+01,3.754686215016400097e-01,1.213272170325686572e+00,5.762633427272448872e-01,1.940483676136991456e-03,0.000000000000000000e+00,3.301648036165431011e-01
9.073624724207277836e+00,1.008831430693719888e-01,1.946176675096556452e-01,1.129876848026537539e+00,6.574867718059705268e+00,5.314333932846061481e-01,5.908627772927500278e-03,1.139856789116076678e-02,6.617579033641564357e-02,3.850836207148900514e-01,5.933705433020527442e-01,1.324727261690956004e+00,2.397348709604773045e-02,6.261027790388104108e+01,3.709220700777686175e-01,1.198817353620639015e+00,5.875097050165769552e-01,1.119473138760777864e-02,0.000000000000000000e+00,3.366801113048506489e-01
9.178496309579664114e+00,2.172039014006734714e-01,2.887942716359273021e-01,1.451261209836225197e+00,7.214750086218133518e+00,5.001767482751413585e-01,1.183639862685073596e-02,1.573767367064084211e-02,7.908562452393395892e-02,3.931635549034330768e-01,5.944240987587744440e-01,1.322725682788907120e+00,2.502116755783011584e-02,5.984764237127080833e+01,4.132053940614550114e-01,1.271302439828534636e+00,5.665043896282609959e-01,9.149159077467329884e-03,0.000000000000000000e+00,3.800970532693618287e-01
9.228266717160270360e+00,1.967168592077854494e-01,1.938392255413254328e-01,1.216287078022880275e+00,8.762819325228729639e+00,4.708796843051185621e-01,1.003763495359404068e-02,9.890801396010711483e-03,6.206202019050965912e-02,4.471298591547670509e-01,5.933705433020527442e-01,1.325776208217464003e+00,2.582914993508226079e-02,5.757267028080974569e+01,3.846050342343958484e-01,1.255183626842713007e+00,5.660256985056763002e-01,-4.892120292607379968e-03,0.000000000000000000e+00,nan
9.230421429528204769e+00,1.053529024871142222e-01,1.478012176012502010e-01,1.279409628388449738e+00,8.354082081163776152e+00,4.828366874684281718e-01,5.510934342535495079e-03,7.731375089992571954e-03,6.692499487727796015e-02,4.369960082217657638e-01,5.954969793383102505e-01,1.345117657342901785e+00,2.461194795394425205e-02,6.266449946536327076e+01,3.720402379040252394e-01,1.242686089387216253e+00,5.791745739772198309e-01,-4.038920565881295478e-03,0.000000000000000000e+00,3.698366789412090294e-01
9.247006446704062910e+00,1.004489113269090017e-01,2.097493241861268787e-01,1.209338713307514857e+00,7.456496899002017287e+00,5.074348899662719514e-01,5.512192790194249403e-03,1.151011690673405148e-02,6.636316957882953949e-02,4.091796307579700365e-01,5.944240987587744440e-01,1.339091812053766262e+00,2.384771704578835319e-02,6.223240605519119129e+01,3.754787835849122124e-01,1.231330865965108101e+00,5.819723145812106813e-01,2.708737180353037663e-02,0.000000000000000000e+00,3.121006268139734918e-01
9.119767978017032206e+00,2.062511864290905994e-01,2.944739542901451679e-01,1.555465981777262474e+00,8.265448065999047245e+00,4.690899120576850767e-01,1.060886100798063766e-02,1.514674075636718818e-02,8.000789081031750571e-02,4.251465953676497045e-01,5.933705433020527442e-01,1.305204647895755521e+00,2.510584766324714182e-02,5.954508518148229257e+01,4.155773739214415063e-01,1.269388134680943692e+00,5.643415458170881749e-01,-2.568264758111635650e-04,0.000000000000000000e+00,3.497742674670311080e-01
9.049849468763936144e+00,1.542514639109110186e-01,2.996741816645035472e-01,1.306609291407152984e+00,7.215901865551197503e+00,5.020362670692483098e-01,8.557029528401391069e-03,1.662428839497899491e-02,7.248355383591115197e-02,4.002988611714602407e-01,5.965898409605003838e-01,1.323472687083411481e+00,2.558977867794773320e-02,5.977032334345378928e+01,4.007722536450348261e-01,1.252057390090185240e+00,5.660386679641722374e-01,3.062310324282688581e-02,0.000000000000000000e+00,3.544157386380893393e-01
9.082495453573599775e+00,1.803016988734836568e-01,2.821975737067140000e-01,1.202388705347400943e+00,8.312064815162537812e+00,4.765350673340424392e-01,9.459964241359641868e-03,1.480617749551649959e-02,6.308622840421801437e-02,4.361125625248634674e-01,5.944240987587744440e-01,1.304323039064976042e+00,2.538058877753542053e-02,6.047585750909927071e+01,3.939274146727768100e-01,1.315448339354986729e+00,5.590440589016075768e-01,3.900994850022628749e-03,0.000000000000000000e+00,3.504634496308579039e-01
9.078633518027318772e+00,1.698117703762742903e-01,3.316064516196612910e-01,1.176898406651373907e+00,8.093162737174809607e+00,4.816222361090362059e-01,9.008528034957661787e-03,1.759174884855877613e-02,6.243455484342096823e-02,4.293429321640264140e-01,5.913189358121807571e-01,1.285219236477014526e+00,2.652165418279648842e-02,5.778170106078373891e+01,3.967499792247091150e-01,1.274096604680066580e+00,5.716452811166554682e-01,-2.444523928327184403e-02,0.000000000000000000e+00,3.766550456659503165e-01
9.110745499303652295e+00,1.439197591332463666e-01,3.069319181086591630e-01,1.616533918860979302e+00,9.314613310624039855e+00,4.445839619520436381e-01,7.022961702039960327e-03,1.497758972772508107e-02,7.888323236907537894e-02,4.545322542491160300e-01,5.913189358121807571e-01,1.250079383626733431e+00,2.651476356374878052e-02,5.811067684930515753e+01,4.091374397852320932e-01,1.328132780076931363e+00,5.583826349318865567e-01,-5.132793805502950876e-03,0.000000000000000000e+00,3.455863131187678072e-01
9.200926198850849502e+00,2.171488966279469524e-01,3.692110037955007029e-01,1.989816182773819886e+00,1.085263670879999331e+01,4.065856085468717018e-01,9.595731383192975320e-03,1.631530102688398196e-02,8.792925908595493334e-02,4.795740999570963781e-01,5.883717357642458401e-01,1.190103295728277111e+00,2.732736645143560641e-02,5.901260372691466216e+01,4.296038765074040033e-01,1.408380770487808409e+00,5.515709147089740139e-01,-1.757294931533548085e-02,0.000000000000000000e+00,4.034183605261205119e-01
9.168796856663892214e+00,2.069706692457130015e-01,5.035642940913254151e-01,1.845963443719013330e+00,1.023466032908609158e+01,4.175234698410565382e-01,9.424912922570548302e-03,2.293102515454495741e-02,8.406043609321965648e-02,4.660601559886082823e-01,5.846638013929850164e-01,1.210524155406914382e+00,2.606900108453370432e-02,6.266412690250769657e+01,4.370192624586644037e-01,1.366717139955044402e+00,5.697006427348533242e-01,-3.131752925120628167e-02,0.000000000000000000e+00,4.643327253802695398e-01
9.298171357433188788e+00,1.360359546305495715e-01,4.525062157916583949e-01,1.788889678239348413e+00,9.299816314811296891e+00,4.432889338954947300e-01,6.485493865567911777e-03,2.157316640750135336e-02,8.528504883806378722e-02,4.433673569933721526e-01,5.828967056557483595e-01,1.187804316457185649e+00,2.447857868411392954e-02,6.676767133312171154e+01,4.262468053474908203e-01,1.367559360085832676e+00,5.741798431747382470e-01,-3.031936793208351091e-02,0.000000000000000000e+00,4.714548145421362246e-01
9.303259977666607838e+00,2.144909157564265645e-01,2.818447388204204929e-01,1.588832542069043008e+00,1.001354520461075559e+01,4.346916900115619931e-01,1.002201581876828625e-02,1.316910052313130693e-02,7.423766556189306809e-02,4.678795280846454463e-01,5.864876718542132439e-01,1.203096705021133639e+00,2.528782316206206610e-02,6.465543154248251767e+01,4.090590344319989247e-01,1.341058920494081930e+00,5.744602743261366662e-01,-3.519533526177433258e-02,0.000000000000000000e+00,4.701010654175759029e-01
8.989628542876218376e+00,2.992971653425370304e-01,3.160688041486094946e-01,1.626698859859518898e+00,9.339497122842649546e+00,4.370008894249866049e-01,1.454933614144849827e-02,1.536463357453056802e-02,7.907655418627342059e-02,4.540085866727607278e-01,5.913189358121807571e-01,1.258030435813022985e+00,2.461483065150602348e-02,6.379330866645214826e+01,4.275447665814855469e-01,1.357700766357232691e+00,5.693426735901363500e-01,-2.002911928449062438e-03,0.000000000000000000e+00,4.600162218471364750e-01
9.144965215121020563e+00,1.942922058788501272e-01,2.485088635709950533e-01,1.768518842675872671e+00,8.716155370271119196e+00,4.555980732015062484e-01,9.679550720445583706e-03,1.238060033615371452e-02,8.810681705070023961e-02,4.342349586911941062e-01,5.944240987587744440e-01,1.248069117062979183e+00,2.326844509845373346e-02,6.778956976410333368e+01,4.172000368496975309e-01,1.305433516544910466e+00,6.000911008378200240e-01,-3.519533526177288929e-02,0.000000000000000000e+00,4.413233834134813183e-01
